"Boost Absolute Pressure - Raw Value",1.149000,"","107.093811",,,"Fuel Rail Pressure",1.179000,"","24910.000000",,,"Commanded Fuel Rail Pressure A",1.089000,"","32020.000000",,,"Commanded Fuel Rail Pressure A supported",1.089000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.089000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.089000,"No","1",,,"Fuel Rail Pressure A",1.089000,"","24520.000000",,,"Fuel Rail Pressure A supported",1.089000,"Yes","1",,,"Fuel Rail Pressure B",1.089000,"","0.000000",,,"Fuel Rail Pressure B supported",1.089000,"No","1",,,"Fuel Rail Temperature A",1.089000,"","46.000000",,,"Fuel Rail Temperature B",1.089000,"","0.000000",,,"Fuel Temperature A supported",1.089000,"Yes","1",,,"Fuel Temperature B supported",1.089000,"No","1",,,"Engine RPM",1.119000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.269000,"","106.994629",,,"Fuel Rail Pressure",1.299000,"","26100.000000",,,"Commanded Fuel Rail Pressure A",1.209000,"","32080.000000",,,"Commanded Fuel Rail Pressure A supported",1.209000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.209000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.209000,"No","1",,,"Fuel Rail Pressure A",1.209000,"","25320.000000",,,"Fuel Rail Pressure A supported",1.209000,"Yes","1",,,"Fuel Rail Pressure B",1.209000,"","0.000000",,,"Fuel Rail Pressure B supported",1.209000,"No","1",,,"Fuel Rail Temperature A",1.209000,"","46.000000",,,"Fuel Rail Temperature B",1.209000,"","0.000000",,,"Fuel Temperature A supported",1.209000,"Yes","1",,,"Fuel Temperature B supported",1.209000,"No","1",,,"Engine RPM",1.240000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.389000,"","106.994629",,,"Fuel Rail Pressure",1.418000,"","27310.000000",,,"Commanded Fuel Rail Pressure A",1.329000,"","32370.000000",,,"Commanded Fuel Rail Pressure A supported",1.329000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.329000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.329000,"No","1",,,"Fuel Rail Pressure A",1.329000,"","26100.000000",,,"Fuel Rail Pressure A supported",1.329000,"Yes","1",,,"Fuel Rail Pressure B",1.329000,"","0.000000",,,"Fuel Rail Pressure B supported",1.329000,"No","1",,,"Fuel Rail Temperature A",1.329000,"","46.000000",,,"Fuel Rail Temperature B",1.329000,"","0.000000",,,"Fuel Temperature A supported",1.329000,"Yes","1",,,"Fuel Temperature B supported",1.329000,"No","1",,,"Engine RPM",1.359000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.510000,"","106.895447",,,"Fuel Rail Pressure",1.539000,"","29300.000000",,,"Commanded Fuel Rail Pressure A",1.450000,"","32890.000000",,,"Commanded Fuel Rail Pressure A supported",1.450000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.450000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.450000,"No","1",,,"Fuel Rail Pressure A",1.450000,"","27720.000000",,,"Fuel Rail Pressure A supported",1.450000,"Yes","1",,,"Fuel Rail Pressure B",1.450000,"","0.000000",,,"Fuel Rail Pressure B supported",1.450000,"No","1",,,"Fuel Rail Temperature A",1.450000,"","46.000000",,,"Fuel Rail Temperature B",1.450000,"","0.000000",,,"Fuel Temperature A supported",1.450000,"Yes","1",,,"Fuel Temperature B supported",1.450000,"No","1",,,"Engine RPM",1.479000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.629000,"","106.796265",,,"Fuel Rail Pressure",1.659000,"","31690.000000",,,"Commanded Fuel Rail Pressure A",1.569000,"","33150.000000",,,"Commanded Fuel Rail Pressure A supported",1.569000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.569000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.569000,"No","1",,,"Fuel Rail Pressure A",1.569000,"","30090.000000",,,"Fuel Rail Pressure A supported",1.569000,"Yes","1",,,"Fuel Rail Pressure B",1.569000,"","0.000000",,,"Fuel Rail Pressure B supported",1.569000,"No","1",,,"Fuel Rail Temperature A",1.569000,"","46.000000",,,"Fuel Rail Temperature B",1.569000,"","0.000000",,,"Fuel Temperature A supported",1.569000,"Yes","1",,,"Fuel Temperature B supported",1.569000,"No","1",,,"Engine RPM",1.599000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.749000,"","106.895447",,,"Fuel Rail Pressure",1.779000,"","34870.000000",,,"Commanded Fuel Rail Pressure A",1.689000,"","33440.000000",,,"Commanded Fuel Rail Pressure A supported",1.689000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.689000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.689000,"No","1",,,"Fuel Rail Pressure A",1.689000,"","32880.000000",,,"Fuel Rail Pressure A supported",1.689000,"Yes","1",,,"Fuel Rail Pressure B",1.689000,"","0.000000",,,"Fuel Rail Pressure B supported",1.689000,"No","1",,,"Fuel Rail Temperature A",1.689000,"","46.000000",,,"Fuel Rail Temperature B",1.689000,"","0.000000",,,"Fuel Temperature A supported",1.689000,"Yes","1",,,"Fuel Temperature B supported",1.689000,"No","1",,,"Engine RPM",1.718000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.870000,"","106.994629",,,"Fuel Rail Pressure",1.899000,"","38450.000000",,,"Commanded Fuel Rail Pressure A",1.809000,"","33530.000000",,,"Commanded Fuel Rail Pressure A supported",1.809000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.809000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.809000,"No","1",,,"Fuel Rail Pressure A",1.809000,"","36060.000000",,,"Fuel Rail Pressure A supported",1.809000,"Yes","1",,,"Fuel Rail Pressure B",1.809000,"","0.000000",,,"Fuel Rail Pressure B supported",1.809000,"No","1",,,"Fuel Rail Temperature A",1.809000,"","46.000000",,,"Fuel Rail Temperature B",1.809000,"","0.000000",,,"Fuel Temperature A supported",1.809000,"Yes","1",,,"Fuel Temperature B supported",1.809000,"No","1",,,"Engine RPM",1.839000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",1.989000,"","107.192993",,,"Fuel Rail Pressure",2.019000,"","40460.000000",,,"Commanded Fuel Rail Pressure A",1.929000,"","33210.000000",,,"Commanded Fuel Rail Pressure A supported",1.929000,"Yes","1",,,"Commanded Fuel Rail Pressure B",1.929000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",1.929000,"No","1",,,"Fuel Rail Pressure A",1.929000,"","39270.000000",,,"Fuel Rail Pressure A supported",1.929000,"Yes","1",,,"Fuel Rail Pressure B",1.929000,"","0.000000",,,"Fuel Rail Pressure B supported",1.929000,"No","1",,,"Fuel Rail Temperature A",1.929000,"","46.000000",,,"Fuel Rail Temperature B",1.929000,"","0.000000",,,"Fuel Temperature A supported",1.929000,"Yes","1",,,"Fuel Temperature B supported",1.929000,"No","1",,,"Engine RPM",1.959000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.110000,"","107.192993",,,"Fuel Rail Pressure",2.139000,"","41650.000000",,,"Commanded Fuel Rail Pressure A",2.048000,"","33040.000000",,,"Commanded Fuel Rail Pressure A supported",2.048000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.048000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.048000,"No","1",,,"Fuel Rail Pressure A",2.048000,"","41260.000000",,,"Fuel Rail Pressure A supported",2.048000,"Yes","1",,,"Fuel Rail Pressure B",2.048000,"","0.000000",,,"Fuel Rail Pressure B supported",2.048000,"No","1",,,"Fuel Rail Temperature A",2.048000,"","46.000000",,,"Fuel Rail Temperature B",2.048000,"","0.000000",,,"Fuel Temperature A supported",2.048000,"Yes","1",,,"Fuel Temperature B supported",2.048000,"No","1",,,"Engine RPM",2.079000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.229000,"","107.299805",,,"Fuel Rail Pressure",2.259000,"","42040.000000",,,"Commanded Fuel Rail Pressure A",2.169000,"","32940.000000",,,"Commanded Fuel Rail Pressure A supported",2.169000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.169000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.169000,"No","1",,,"Fuel Rail Pressure A",2.169000,"","41650.000000",,,"Fuel Rail Pressure A supported",2.169000,"Yes","1",,,"Fuel Rail Pressure B",2.169000,"","0.000000",,,"Fuel Rail Pressure B supported",2.169000,"No","1",,,"Fuel Rail Temperature A",2.169000,"","46.000000",,,"Fuel Rail Temperature B",2.169000,"","0.000000",,,"Fuel Temperature A supported",2.169000,"Yes","1",,,"Fuel Temperature B supported",2.169000,"No","1",,,"Engine RPM",2.199000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.349000,"","107.299805",,,"Fuel Rail Pressure",2.379000,"","41260.000000",,,"Commanded Fuel Rail Pressure A",2.290000,"","32870.000000",,,"Commanded Fuel Rail Pressure A supported",2.290000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.290000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.290000,"No","1",,,"Fuel Rail Pressure A",2.290000,"","41650.000000",,,"Fuel Rail Pressure A supported",2.290000,"Yes","1",,,"Fuel Rail Pressure B",2.290000,"","0.000000",,,"Fuel Rail Pressure B supported",2.290000,"No","1",,,"Fuel Rail Temperature A",2.290000,"","46.000000",,,"Fuel Rail Temperature B",2.290000,"","0.000000",,,"Fuel Temperature A supported",2.290000,"Yes","1",,,"Fuel Temperature B supported",2.290000,"No","1",,,"Engine RPM",2.319000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.470000,"","107.299805",,,"Fuel Rail Pressure",2.501000,"","40050.000000",,,"Commanded Fuel Rail Pressure A",2.410000,"","32750.000000",,,"Commanded Fuel Rail Pressure A supported",2.410000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.410000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.410000,"No","1",,,"Fuel Rail Pressure A",2.410000,"","40850.000000",,,"Fuel Rail Pressure A supported",2.410000,"Yes","1",,,"Fuel Rail Pressure B",2.410000,"","0.000000",,,"Fuel Rail Pressure B supported",2.410000,"No","1",,,"Fuel Rail Temperature A",2.410000,"","46.000000",,,"Fuel Rail Temperature B",2.410000,"","0.000000",,,"Fuel Temperature A supported",2.410000,"Yes","1",,,"Fuel Temperature B supported",2.410000,"No","1",,,"Engine RPM",2.440000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.589000,"","107.299805",,,"Fuel Rail Pressure",2.620000,"","38450.000000",,,"Commanded Fuel Rail Pressure A",2.529000,"","32730.000000",,,"Commanded Fuel Rail Pressure A supported",2.529000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.529000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.529000,"No","1",,,"Fuel Rail Pressure A",2.529000,"","39660.000000",,,"Fuel Rail Pressure A supported",2.529000,"Yes","1",,,"Fuel Rail Pressure B",2.529000,"","0.000000",,,"Fuel Rail Pressure B supported",2.529000,"No","1",,,"Fuel Rail Temperature A",2.529000,"","46.000000",,,"Fuel Rail Temperature B",2.529000,"","0.000000",,,"Fuel Temperature A supported",2.529000,"Yes","1",,,"Fuel Temperature B supported",2.529000,"No","1",,,"Engine RPM",2.559000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.709000,"","107.299805",,,"Fuel Rail Pressure",2.739000,"","36860.000000",,,"Commanded Fuel Rail Pressure A",2.649000,"","32650.000000",,,"Commanded Fuel Rail Pressure A supported",2.649000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.649000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.649000,"No","1",,,"Fuel Rail Pressure A",2.649000,"","38060.000000",,,"Fuel Rail Pressure A supported",2.649000,"Yes","1",,,"Fuel Rail Pressure B",2.649000,"","0.000000",,,"Fuel Rail Pressure B supported",2.649000,"No","1",,,"Fuel Rail Temperature A",2.649000,"","46.000000",,,"Fuel Rail Temperature B",2.649000,"","0.000000",,,"Fuel Temperature A supported",2.649000,"Yes","1",,,"Fuel Temperature B supported",2.649000,"No","1",,,"Engine RPM",2.679000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.829000,"","107.299805",,,"Fuel Rail Pressure",2.859000,"","34870.000000",,,"Commanded Fuel Rail Pressure A",2.768000,"","32710.000000",,,"Commanded Fuel Rail Pressure A supported",2.768000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.768000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.768000,"No","1",,,"Fuel Rail Pressure A",2.768000,"","36470.000000",,,"Fuel Rail Pressure A supported",2.768000,"Yes","1",,,"Fuel Rail Pressure B",2.768000,"","0.000000",,,"Fuel Rail Pressure B supported",2.768000,"No","1",,,"Fuel Rail Temperature A",2.768000,"","46.000000",,,"Fuel Rail Temperature B",2.768000,"","0.000000",,,"Fuel Temperature A supported",2.768000,"Yes","1",,,"Fuel Temperature B supported",2.768000,"No","1",,,"Engine RPM",2.799000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",2.948000,"","107.299805",,,"Fuel Rail Pressure",2.979000,"","32880.000000",,,"Commanded Fuel Rail Pressure A",2.889000,"","32840.000000",,,"Commanded Fuel Rail Pressure A supported",2.889000,"Yes","1",,,"Commanded Fuel Rail Pressure B",2.889000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",2.889000,"No","1",,,"Fuel Rail Pressure A",2.889000,"","34480.000000",,,"Fuel Rail Pressure A supported",2.889000,"Yes","1",,,"Fuel Rail Pressure B",2.889000,"","0.000000",,,"Fuel Rail Pressure B supported",2.889000,"No","1",,,"Fuel Rail Temperature A",2.889000,"","46.000000",,,"Fuel Rail Temperature B",2.889000,"","0.000000",,,"Fuel Temperature A supported",2.889000,"Yes","1",,,"Fuel Temperature B supported",2.889000,"No","1",,,"Engine RPM",2.919000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",3.070000,"","107.299805",,,"Fuel Rail Pressure",3.099000,"","31300.000000",,,"Commanded Fuel Rail Pressure A",3.009000,"","32630.000000",,,"Commanded Fuel Rail Pressure A supported",3.009000,"Yes","1",,,"Commanded Fuel Rail Pressure B",3.009000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",3.009000,"No","1",,,"Fuel Rail Pressure A",3.009000,"","32490.000000",,,"Fuel Rail Pressure A supported",3.009000,"Yes","1",,,"Fuel Rail Pressure B",3.009000,"","0.000000",,,"Fuel Rail Pressure B supported",3.009000,"No","1",,,"Fuel Rail Temperature A",3.009000,"","46.000000",,,"Fuel Rail Temperature B",3.009000,"","0.000000",,,"Fuel Temperature A supported",3.009000,"Yes","1",,,"Fuel Temperature B supported",3.009000,"No","1",,,"Engine RPM",3.038000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",3.189000,"","107.398987",,,"Fuel Rail Pressure",3.219000,"","29700.000000",,,"Commanded Fuel Rail Pressure A",3.129000,"","32390.000000",,,"Commanded Fuel Rail Pressure A supported",3.129000,"Yes","1",,,"Commanded Fuel Rail Pressure B",3.129000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",3.129000,"No","1",,,"Fuel Rail Pressure A",3.129000,"","30890.000000",,,"Fuel Rail Pressure A supported",3.129000,"Yes","1",,,"Fuel Rail Pressure B",3.129000,"","0.000000",,,"Fuel Rail Pressure B supported",3.129000,"No","1",,,"Fuel Rail Temperature A",3.129000,"","46.000000",,,"Fuel Rail Temperature B",3.129000,"","0.000000",,,"Fuel Temperature A supported",3.129000,"Yes","1",,,"Fuel Temperature B supported",3.129000,"No","1",,,"Engine RPM",3.159000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",3.310000,"","107.398987",,,"Fuel Rail Pressure",3.339000,"","27720.000000",,,"Commanded Fuel Rail Pressure A",3.249000,"","32250.000000",,,"Commanded Fuel Rail Pressure A supported",3.249000,"Yes","1",,,"Commanded Fuel Rail Pressure B",3.249000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",3.249000,"No","1",,,"Fuel Rail Pressure A",3.249000,"","29300.000000",,,"Fuel Rail Pressure A supported",3.249000,"Yes","1",,,"Fuel Rail Pressure B",3.249000,"","0.000000",,,"Fuel Rail Pressure B supported",3.249000,"No","1",,,"Fuel Rail Temperature A",3.249000,"","46.000000",,,"Fuel Rail Temperature B",3.249000,"","0.000000",,,"Fuel Temperature A supported",3.249000,"Yes","1",,,"Fuel Temperature B supported",3.249000,"No","1",,,"Engine RPM",3.278000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",3.429000,"","107.299805",,,"Fuel Rail Pressure",3.460000,"","26530.000000",,,"Commanded Fuel Rail Pressure A",3.369000,"","32080.000000",,,"Commanded Fuel Rail Pressure A supported",3.369000,"Yes","1",,,"Commanded Fuel Rail Pressure B",3.369000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",3.369000,"No","1",,,"Fuel Rail Pressure A",3.369000,"","27310.000000",,,"Fuel Rail Pressure A supported",3.369000,"Yes","1",,,"Fuel Rail Pressure B",3.369000,"","0.000000",,,"Fuel Rail Pressure B supported",3.369000,"No","1",,,"Fuel Rail Temperature A",3.369000,"","46.000000",,,"Fuel Rail Temperature B",3.369000,"","0.000000",,,"Fuel Temperature A supported",3.369000,"Yes","1",,,"Fuel Temperature B supported",3.369000,"No","1",,,"Engine RPM",3.399000,"","704.000000",,,
"Boost Absolute Pressure - Raw Value",3.550000,"","107.299805",,,"Fuel Rail Pressure",3.579000,"","25320.000000",,,"Commanded Fuel Rail Pressure A",3.489000,"","31900.000000",,,"Commanded Fuel Rail Pressure A supported",3.489000,"Yes","1",,,"Commanded Fuel Rail Pressure B",3.489000,"","0.000000",,,"Commanded Fuel Rail Pressure B supported",3.489000,"No","1",,,"Fuel Rail Pressure A",3.489000,"","25710.000000",,,"Fuel Rail Pressure A supported",3.489000,"Yes","1",,,"Fuel Rail Pressure B",3.489000,"","0.000000",,,"Fuel Rail Pressure B supported",3.489000,"No","1",,,"Fuel Rail Temperature A",3.489000,"","46.000000",,,"Fuel Rail Temperature B",3.489000,"","0.000000",,,"Fuel Temperature A supported",3.489000,"Yes","1",,,"Fuel Temperature B supported",3.489000,"No","1",,,"Engine RPM",3.519000,"","704.000000",,,
